resnet50_lr1e-3 fold_0;1.2371951341629028;0.8852431178092957;0.7758334279060364;0.7125508189201355;0.6661290526390076;0.6229221224784851;0.5978948473930359;0.5729309916496277;0.5510649085044861;0.5246719717979431;0.5107712149620056;0.4962579607963562
resnet50_lr1e-3 fold_1;1.2748916149139404;0.8928747773170471;0.7924814224243164;0.7205772995948792;0.6762566566467285;0.6342275738716125;0.5998535752296448;0.5747486352920532;0.5538445711135864;0.5326586365699768;0.5144938230514526;0.4991111159324646;0.4811500906944275;0.46719515323638916;0.4562332034111023;0.45040363073349;0.4355321526527405;0.42541247606277466;0.4150746166706085;0.40649911761283875;0.39987149834632874
resnet50_lr1e-3 fold_2;1.1998192071914673;0.866106390953064;0.7668741345405579;0.7012483477592468;0.653530478477478;0.6171689033508301;0.5827637910842896;0.5569592714309692;0.536173403263092;0.515434205532074;0.49508383870124817;0.4806594252586365;0.46498504281044006;0.45309725403785706;0.4417063295841217;0.4294964373111725;0.4167914390563965;0.4080078899860382;0.396807461977005
resnet50_lr1e-3 fold_3;1.2234631776809692;0.8430722951889038;0.7367593050003052;0.6738947629928589;0.6196672916412354;0.5858640074729919;0.557194709777832;0.5274571180343628;0.5064840316772461;0.4857542812824249;0.465646892786026;0.4539024233818054;0.43715783953666687;0.4225651025772095;0.4105542004108429;0.3992311656475067;0.3880424201488495;0.37975555658340454
resnet50_lr1e-3 fold_4;1.2435643672943115;0.8491784334182739;0.7391707897186279;0.6703842878341675;0.6259018778800964;0.5820073485374451;0.5518292784690857;0.5240009427070618;0.5022681951522827;0.47964024543762207;0.4630435109138489;0.4466261863708496;0.432651549577713;0.4179230034351349;0.40487366914749146;0.3949681520462036;0.385600209236145;0.37660107016563416;0.3685021996498108
resnet50_lr1e-4 fold_0;1.8052908182144165;1.4324144124984741;1.2656784057617188;1.1635775566101074;1.0945775508880615;1.0431097745895386;1.00192391872406;0.9687479734420776;0.9389932155609131;0.9147031903266907;0.8924970030784607;0.872981071472168;0.8551961779594421;0.8394920825958252;0.8245326280593872;0.8107125163078308;0.7987385988235474;0.7862206697463989;0.7749168872833252;0.7648904919624329;0.7546291351318359;0.7452068328857422;0.7362774610519409;0.7280591130256653;0.7197315692901611;0.7122379541397095;0.7047631740570068;0.6970431208610535;0.6906023621559143;0.684409499168396;0.6773014068603516;0.6711869835853577;0.6652565002441406;0.6602241396903992;0.6535430550575256;0.6483364105224609;0.6429783701896667;0.6383693218231201;0.6328828930854797;0.6285224556922913;0.6235948801040649;0.6194363236427307;0.6144228577613831;0.6103622913360596;0.6061471104621887;0.6017335653305054;0.5975061058998108;0.5939531326293945;0.5893965363502502;0.5858269929885864;0.5822696089744568;0.578772246837616;0.5756986737251282;0.5715798139572144;0.5684032440185547;0.565268874168396;0.5613399147987366;0.5580238103866577;0.5549807548522949;0.551689863204956;0.5487286448478699;0.5455523133277893;0.5430623292922974;0.5398721098899841;0.5371056199073792;0.534643292427063;0.5313399434089661;0.5285803079605103;0.5262073874473572;0.5229951739311218;0.5202087759971619;0.5175203680992126;0.5155541300773621;0.5131027102470398;0.5111881494522095;0.5080907940864563;0.505763828754425;0.5038876533508301;0.5006927251815796;0.4984656870365143;0.4965501129627228;0.49485087394714355;0.49220478534698486;0.4898328185081482;0.48771584033966064
resnet50_lr1e-4 fold_1;1.9368174076080322;1.483931303024292;1.293031930923462;1.1854569911956787;1.1128900051116943;1.058887004852295;1.016331434249878;0.9811499714851379;0.9513366222381592;0.9260489344596863;0.9033238887786865;0.8832947611808777;0.8647335767745972;0.8477692008018494;0.8325086236000061;0.8193888664245605;0.8053310513496399;0.7929781675338745;0.7819270491600037;0.7716491222381592;0.760258138179779;0.750866174697876;0.7414805889129639;0.733323335647583;0.7251360416412354;0.7168269157409668;0.7084416747093201;0.7014027833938599;0.6950764060020447;0.6875726580619812;0.681524395942688;0.6749866008758545;0.6687529683113098;0.6627524495124817;0.6573074460029602;0.6523627042770386;0.6463860869407654;0.6407604813575745;0.6360998749732971;0.6303914189338684;0.6258458495140076;0.6211677193641663;0.6162561178207397;0.6117601990699768;0.6077142953872681;0.6036953330039978;0.5991761088371277;0.5958991050720215;0.5913910865783691;0.5871742963790894;0.5837113261222839;0.5803101062774658;0.5761806964874268;0.5729293823242188;0.5693142414093018;0.5662034749984741
resnet50_lr1e-4 fold_2;1.8415803909301758;1.4191738367080688;1.242173194885254;1.1415499448776245;1.0737963914871216;1.0237314701080322;0.9847128391265869;0.9523196220397949;0.9244142770767212;0.9009836912155151;0.8799055814743042;0.8604606986045837;0.8430936932563782;0.8276152014732361;0.8133992552757263;0.7993229627609253;0.7869344353675842;0.776037335395813;0.7640085220336914;0.7533495426177979;0.7440182566642761;0.7341316938400269;0.725432276725769;0.7167713046073914;0.7087658047676086;0.7014236450195312;0.6936497688293457;0.6861693859100342;0.6789754033088684;0.673060953617096;0.666417121887207;0.6599903702735901;0.6537891030311584;0.647240161895752;0.6418567299842834;0.6365154385566711;0.6315259337425232;0.6263397932052612;0.6204037666320801;0.6157784461975098;0.611467719078064;0.6068393588066101;0.6015353202819824;0.5978456139564514;0.5931333899497986;0.5893107652664185;0.5847855806350708;0.5809430480003357;0.5772234797477722;0.5730344653129578;0.5687196254730225;0.5653330683708191;0.5615853071212769;0.5580060482025146
resnet50_lr1e-4 fold_3;2.19956374168396;1.5497801303863525;1.3178160190582275;1.191943645477295;1.1097242832183838;1.0488468408584595;1.0020270347595215;0.9638155102729797;0.9310391545295715;0.9036855697631836;0.8788970112800598;0.8576639294624329;0.8386586904525757;0.8206415772438049;0.8050174713134766;0.7894080877304077;0.7758362293243408;0.7641911506652832;0.7509855031967163;0.7394643425941467;0.7287624478340149;0.7183554768562317;0.7091725468635559;0.6997589468955994;0.6913368701934814;0.68243408203125;0.674900233745575;0.6672655940055847;0.6598488688468933;0.6521539092063904;0.6455511450767517;0.6395360827445984;0.6324288845062256;0.6268883943557739;0.6210551261901855;0.614145815372467;0.6086885929107666;0.6034684777259827;0.5978905558586121;0.5932744741439819;0.5879278779029846;0.5828052759170532;0.5779238939285278;0.5738570094108582;0.5691664814949036;0.5645437240600586
resnet50_lr1e-4 fold_4;1.9341139793395996;1.4381715059280396;1.2522289752960205;1.1466052532196045;1.075793743133545;1.0211098194122314;0.9780985713005066;0.9418569803237915;0.9120537042617798;0.8848731517791748;0.861794114112854;0.8424031138420105;0.8220624923706055;0.8051680326461792;0.7893924117088318;0.7746094465255737;0.7614778876304626;0.7493383288383484;0.7374488711357117;0.7260779142379761;0.7157282829284668;0.7058247327804565;0.6964300870895386;0.6874011754989624;0.6792221069335938;0.6708791851997375;0.6627647280693054;0.6558277010917664;0.6491061449050903;0.6411974430084229;0.6344901919364929;0.6286624670028687;0.6219934225082397;0.6159401535987854;0.6105769276618958;0.604397177696228;0.5992163419723511;0.5939036011695862;0.5881010293960571;0.5836222767829895;0.5782554745674133;0.5741828680038452;0.5687958598136902;0.564638614654541;0.5598495006561279;0.5559758543968201;0.5521961450576782;0.5475466847419739;0.5438629388809204;0.5397707223892212;0.5359376668930054;0.532331645488739;0.5287339687347412;0.5248910784721375;0.5213419198989868;0.5185849070549011;0.5146783590316772;0.511055588722229;0.5077117681503296;0.5047542452812195;0.5012165904045105;0.4985044002532959;0.49519574642181396;0.4921727776527405
